Cliente;Data_Cadastro;Telefone;Email;Valor_Compra;Status;Categoria;ID_Produto;Endereco;Estado;CEP;Produto;Quantidade;Forma_Pagamento;Observacao
Dr. Breno Cardoso;2023-11-25;(061) 1511 1063;dolorum@nostrum;7208.89;Inativo;Alimentos;UG79-23FY;Morro Gonçalves, 73, Jaqueline, 12097-806 Ferreira Grande / GO;MG;82588-616;Bolacha;2;PIX;Cliente VIP
fernanda pinto;2024-05-20;5584949959260;mendesjuliana@oliveira.net;3468,22;INATIVO;Alimentos;IY51-91DN;Favela de Cunha, 42, Marmiteiros, 68966-835 Nunes / PB;SP;15904-;Café;5;dinheiro;Entregar urgente
Joana Ferreira;2023-07-06;0900-650-9604;sdas-neves@hotmail.com;8426.18;INATIVO;Alimentos;oQ19-17XV;Vale Pereira, 45, Zilah Sposito, 74359796 Nogueira de Freitas / SC;SP;13802237;Café;;dinheiro;Atraso na entrega
kamilly lopes;29/04/2024;5581917148034;esouza@peixoto.com;5149,11;Ativo;Móveis;Rs61-56UI;Pinto;MG;53205750;Armário;;dinheiro;Cliente VIP
Dra. Enrico das Neves;17/12/2023;+55 (031) 0561 7595;da-rochamarcos-vinicius@cardoso.com;9960.29;Ativo;Móveis;rt24-80Rm;Sítio Ana Júlia Viana, 938, Vila Atila De Paiva, 68880152 Mendes / ES;MG;16099-659;Sofá;;PIX;Atraso na entrega
Dra. Thiago Pinto;21/10/2024;5551976869499;pedro54@bol.com.br;1773,21;Em análise;Móveis;uy24-21cE;Ladeira de Fernandes, 16, Cônego Pinheiro 2ª Seção, 80973-553 Silveira Verde / SC;SP;57958194;Sofá;2;Cartão;Entregar urgente
Sr. João Miguel da Mata;2024-01-21;(071) 2512-7722;cavalcantithomas@barbosa.org;258.66;;Eletrônicos;CV50-40su;Travessa Ribeiro, 3, Casa Branca, 95126-325 Teixeira Verde / PE;AM;37689-563;Notebook;2;Dinheiro;Atraso na entrega
Sr. Eduarda Oliveira;21/12/2023;+55 84 5818 7111;olivia50@gmail.com;824,21;;Roupas;fZ28-27aJ;da Conceição;XX;53841-050;Calça;;;Cliente VIP
murilo da rosa;2023-10-09;(081) 7599-4609;bruna61@gmail.com;4811,33;;Alimentos;YB29-09dR;Vale Correia, 85, Coração De Jesus, 09047-307 Teixeira de Costa / PA;XX;03386-159;Chocolate;;Boleto;Entregar urgente
Sr. Bárbara das Neves;2024-08-10;+55 (031) 5480 5480;joaquim84@yahoo.com.br;2899.09;Inativo;Roupas;Qy20-71Ad;Lago Antônio Santos, 47, Vila São Francisco, 57034-912 Silva do Campo / BA;SP;38065-643;Calça;3;PIX;Entregar urgente
Dra. Dr. Anthony Nunes;2023-10-23;+55 (021) 2246-3805;rodriguesbrenda@correia.br;4811,34;Em análise;Alimentos;FA49-15Eq;Recanto Alexandre da Cunha, Beija Flor, 00635933 Peixoto da Mata / DF;SP;68158-760;Bolacha;4;Dinheiro;Entregar urgente
Sr. Lavínia Jesus;2025-01-11;5511924299754;evelyn38@alves.org;5605,47;Inativo;Eletrônicos;nA51-40FF;Oliveira;MG;94919-244;Fone de Ouvido;;dinheiro;Cliente VIP
isis almeida;2024-02-02;5521909351887;erickazevedo@cardoso.br;6827.75;;Roupas;uo99-98bB;Trevo das Neves, 41, São Cristóvão, 04763-370 Monteiro / MA;RS;69265-785;Calça;;PIX;
noah jesus;2025-03-10;61 9548 4845;rochaantonio@da.com;4333,06;Ativo;Alimentos;ZC49-90BY;Farias dos Dourados;MG;11830756;Chocolate;5;Dinheiro;Atraso na entrega
Luana Moraes;09/07/2023;5551902631980;fogacajoao-guilherme@bol.com.br;7386.6;;Móveis;zD35-10LR;Chácara de Nunes, 4, Barro Preto, 88469970 Mendes / MA;SP;22496376;Mesa;;Boleto;Atraso na entrega
ana teixeira;23/07/2023;+55 (081) 2833 8141;diogo13@hotmail.com;4634,74;Ativo;Roupas;sT24-45WP;Alameda Campos, 22, Mangueiras, 61960696 Cavalcanti / MG;XX;53075613;Jaqueta;;Boleto;Atraso na entrega
João Guilherme Viana;30/11/2024;5541918203816;luana33@ferreira.br;6332,53;INATIVO;Roupas;cY94-42Aq;Rua Vitor Costela, 10, Pindorama, 06502757 da Luz Verde / CE;MG;44214270;Vestido;;Cartão;Cliente VIP
Dra. Sophie Novaes;01/11/2023;+55 21 3294 4099;rsales@gmail.com;4707.33;INATIVO;Alimentos;PQ58-44Qh;Avenida de Mendes, 57, Carlos Prates, 53141919 da Rocha do Norte / MS;MG;03971264;Café;;Boleto;Cliente VIP
Sra. Laura Ribeiro;24/04/2024;(031) 1075-0842;exercitationem@reiciendis;6813,5;Inativo;Roupas;BB81-33IM;Caldeira Paulista;XX;67993316;Camisa;3;Cartão;
Arthur Freitas;2024-04-09;5584977724739;zcaldeira@martins.org;8052.95;Inativo;Móveis;YB54-34xB;Silva de Goiás;AM;35015-624;Mesa;;Cartão;Cliente VIP
Otávio Dias;30/10/2024;84 8874-1761;rebecafogaca@nogueira.br;2754.52;Inativo;Alimentos;NH47-97XI;Estação de Almeida, 865, Buritis, 70084213 Moura Paulista / MT;SP;90543-254;Refrigerante;;Cartão;
Dr. Catarina da Costa;10/12/2023;0500-777-4934;da-rosaana-sophia@ig.com.br;198,63;Em análise;Roupas;rK61-00dU;Via das Neves, 5, Olhos D'água, 12921005 Oliveira da Prata / AL;SP;19266-317;Calça;4;Dinheiro;
Sra. Sophia Costa;2023-08-29;5581974181188;jesusrenan@gmail.com;1303,64;Ativo;Roupas;lO80-53Ak;Trecho de Caldeira, Milionario, 99575-742 Moura / RO;MG;26757004;Calça;;Boleto;
joão lucas moreira;22/07/2023;+55 (081) 4474 8787;ana-beatriz06@da.com;1463.65;Ativo;Alimentos;VT23-60lF;Vale Alves, 19, Vila Primeiro De Maio, 78122583 da Mota de Moraes / SC;SP;88563607;Bolacha;1;Dinheiro;Cliente VIP
André Freitas;27/07/2024;5511914155969;liviaramos@gmail.com;6365.31;;Móveis;oV68-70FL;Chácara de Jesus, 64, Marilandia, 74800543 Fernandes de Peixoto / ES;MG;31064-;Sofá;;;
gabriel caldeira;2024-06-23;+55 (041) 7609 6563;moraesvalentina@uol.com.br;7535.87;INATIVO;Alimentos;xD83-41tM;Residencial Júlia Peixoto, 55, União, 17289-132 Cunha de Cardoso / AL;SP;91275517;Refrigerante;;dinheiro;Atraso na entrega
Dr. Sophia Castro;2023-10-24;(084) 5129-1898;npeixoto@ig.com.br;4265,1;INATIVO;Alimentos;NQ75-16uZ;Teixeira da Mata;RS;45373-550;Café;2;;Cliente VIP
sr. samuel da mota;22/03/2024;(031) 4752 0016;luizabarbosa@cavalcanti.com;2533,58;Em análise;Alimentos;Jl11-25oC;Distrito Melo, Vila Cemig, 49419-156 Fernandes do Amparo / RO;SP;65465-023;Café;1;dinheiro;
Dra. Melissa Cunha;2023-12-17;0500-906-7324;silveiramaria-clara@gmail.com;4992.68;;Eletrônicos;Ba18-97oI;Largo de Viana, 79, Vila Nova Gameleira 3ª Seção, 68716-331 Silva / PB;MG;07302-916;Tablet;;Cartão;Entregar urgente
rebeca rocha;15/02/2025;+55 (071) 3186 6022;cpinto@bol.com.br;6915,54;Inativo;Roupas;FR05-24ss;Loteamento de Gonçalves, Novo Das Industrias, 30404-383 da Mata / PI;SP;43631098;Calça;2;dinheiro;Entregar urgente
Laís Barbosa;2024-03-07;5521967234711;lnascimento@bol.com.br;4156,57;Em análise;Roupas;DW43-05gh;Condomínio Martins, 7, Vila Real 1ª Seção, 67724-287 Barros / AC;XX;21825-087;Jaqueta;;dinheiro;Cliente VIP
Sr. Maria Julia Dias;2023-07-04;61 3943-8587;maria-juliacunha@da.com;9634,72;Ativo;Móveis;hs08-65iT;Moraes da Serra;RJ;33939764;Sofá;;Cartão;Cliente VIP
antônio da conceição;2024-12-02;+55 (031) 5640 5300;nuneshelena@duarte.br;9793.97;Ativo;Alimentos;rG34-19vn;Setor de Gonçalves, 614, Céu Azul, 93339513 Vieira / MA;RJ;60536-016;Bolacha;4;dinheiro;Atraso na entrega
carolina cunha;10/05/2024;41 2357-0180;carlos-eduardolopes@araujo.com;5260.09;;Roupas;ok49-52Jc;Largo de da Rocha, 91, Vila Havaí, 31253-933 Costa Grande / MA;RS;68796083;Jaqueta;;dinheiro;Cliente VIP
Maria Julia Farias;2023-12-14;5521976068838;isaac52@gmail.com;2046,19;;Eletrônicos;fe04-43mH;Vila Melissa Moreira, 36, Dom Silverio, 41176976 Moreira da Praia / AP;SP;46321101;Notebook;;dinheiro;
Fernando Fernandes;04/02/2025;+55 (071) 7071 1534;santoslavinia@goncalves.com;2110,11;INATIVO;Móveis;Ad45-56RB;Sítio de Costela, 54, Das Industrias I, 51668-367 da Rosa / PB;MG;99566-565;Armário;;PIX;
Sr. Danilo Peixoto;04/11/2023;+55 (084) 2894-1224;azevedoluana@yahoo.com.br;9967,46;;Móveis;CW99-12cu;Campo de Novaes, 21, Confisco, 64356-049 da Rosa / MG;MG;23901-541;Mesa;;PIX;Entregar urgente
Yuri Cardoso;2024-09-07;5511951256116;fogacarafaela@rodrigues.br;890,85;INATIVO;Alimentos;CP08-49xZ;Ladeira Moraes, 89, Goiania, 31810185 da Luz / MG;XX;67144779;Refrigerante;3;Cartão;Cliente VIP
joão gabriel moreira;2023-07-30;+55 (084) 7716 6375;souzacaroline@lopes.br;5841,91;ativo;Eletrônicos;Uk99-37eu;Loteamento Ian Correia, 88, João Pinheiro, 74367-661 da Paz do Campo / PI;SP;98223-157;Notebook;;dinheiro;
dr. leandro nogueira;01/04/2025;(071) 1023 4487;lfernandes@moura.com;7426,87;;Alimentos;eI72-62ia;Esplanada de Santos, 4, Ouro Preto, 03441702 Fogaça / SC;MG;65940-170;Café;;;Cliente VIP
Dra. Cecília Nunes;27/10/2023;+55 61 5465 9260;barbosaclara@gmail.com;8579,2;Inativo;Alimentos;gi29-64EH;Morro Nina Costa, 6, Cachoeirinha, 74239-884 Farias do Campo / PR;MG;81091-;Café;;;
Sr. Pedro Lucas Alves;16/06/2024;+55 84 6067-5449;isaac24@yahoo.com.br;8860,71;;Eletrônicos;Pk76-16em;Travessa de Lopes, 23, Vila Minaslandia, 52872136 Pires / RJ;MG;93475-692;Smartphone;1;;Entregar urgente
Dra. Sarah Fernandes;22/09/2023;+55 81 3792 6639;nathandas-neves@yahoo.com.br;8704.27;;Alimentos;gi54-08UZ;Esplanada de Rodrigues, 9, Acaba Mundo, 77532-084 Rocha / CE;MG;57144-807;Refrigerante;;Cartão;Cliente VIP
sra. ana clara gomes;2024-08-03;5561907522718;maria-eduarda06@yahoo.com.br;148,25;Em análise;Móveis;ei29-97rV;Via Fernandes, 66, Boa Esperança, 95881284 Araújo do Galho / PI;RS;58236667;Sofá;;Dinheiro;
emanuella da rosa;2023-10-22;(051) 3639-5074;eda-cruz@ig.com.br;8965.23;ativo;Roupas;kD86-19dR;Favela de Almeida, 102, São Bento, 02741350 Gomes do Amparo / RO;XX;37324-263;Jaqueta;;;
Esther Moura;2025-02-25;5531978766327;pcostela@costela.net;1420,82;ativo;Eletrônicos;PC57-86aQ;Vale de das Neves, 4, Tiradentes, 37249-938 Araújo / SC;SP;24419557;Notebook;5;dinheiro;Entregar urgente
Dra. Marcela Oliveira;2023-05-03;5581998948502;alice62@monteiro.com;4820.83;INATIVO;Alimentos;aU33-15dl;Setor de Correia, 86, Vera Cruz, 33414-347 Jesus / SC;RJ;961692;Refrigerante;;;
Igor Carvalho;13/02/2024;5581919485299;da-cunhaana-julia@hotmail.com;4980,23;Ativo;Eletrônicos;WU50-29KV;Alameda Davi Lucas Cardoso, 82, Vila Oeste, 08033755 Gonçalves / RJ;AM;94132-564;Smartphone;;;
Dra. Maysa Cunha;2024-09-07;(061) 6740 3241;emoreira@ig.com.br;3506.69;INATIVO;Roupas;OS76-57zt;Santos do Sul;SP;39094802;Camisa;2;;Entregar urgente
Sr. Rafaela Caldeira;2024-03-10;5541987808968;oda-cruz@uol.com.br;7161,69;INATIVO;Roupas;rL79-67jT;Estação Laís Cavalcanti, 864, Centro, 09946591 da Luz / RJ;SP;26099-587;Calça;;Dinheiro;
Valentina da Paz;2024-06-21;84 7007 5502;teixeirapedro-henrique@da.br;7097.32;Em análise;Alimentos;dB71-82WR;Aeroporto de Fernandes, 7, Santa Helena, 43768-969 Gomes Verde / AL;MG;34921353;Bolacha;;;
Sr. Ana Beatriz Teixeira;06/12/2024;5511913361215;joao-vitormoreira@cunha.com;3635.75;Inativo;Eletrônicos;Tr22-13jp;da Conceição;XX;71618-379;Tablet;;dinheiro;Cliente VIP
pedro miguel moraes;31/07/2024;(041) 8772-5242;laviniacunha@ramos.br;7670,59;Em análise;Móveis;Km02-50HH;Avenida Alves, Paraíso, 81623758 Jesus / PB;AM;78756-874;Mesa;5;Cartão;
Julia Moreira;25/06/2023;81 8309 2768;wramos@jesus.br;4720,23;Ativo;Móveis;rr59-03dr;Barbosa do Campo;SP;90134298;Mesa;;;Atraso na entrega
Joana da Mata;17/05/2023;+55 (061) 4703-5622;nsales@bol.com.br;2786.99;INATIVO;Alimentos;OB82-31mP;Fazenda de Rodrigues, Europa, 37086574 Viana das Flores / AM;MG;71069-585;Bolacha;;dinheiro;Cliente VIP
Sarah Castro;15/03/2024;5551983883222;bviana@monteiro.br;2167,46;Em análise;Móveis;IJ55-65iI;Recanto de Almeida, 3, Ermelinda, 37130551 Lopes de Nunes / MS;MG;16860828;Sofá;;PIX;Cliente VIP
Laura Viana;2024-10-15;0900-820-1076;juan07@ig.com.br;2753,5;INATIVO;Alimentos;Az59-55eX;Esplanada de das Neves, 432, Álvaro Camargos, 16367-111 Moura de Rezende / TO;MG;60231-227;Refrigerante;;Boleto;Cliente VIP
Sr. Ana Julia Moraes;31/05/2024;+55 (031) 1805-9415;cauenovaes@nascimento.net;6249,95;Em análise;Roupas;pH36-89XN;Via de Fernandes, 87, Vila Minaslandia, 11371-671 Ribeiro / CE;SP;769890;Camisa;;PIX;Atraso na entrega
Dra. Rodrigo da Paz;2024-09-12;5571919522429;fmoura@bol.com.br;2114.12;INATIVO;Roupas;jt67-81nf;Loteamento Cunha, 31, Copacabana, 44027433 Monteiro da Praia / SP;MG;74333-770;Camisa;5;PIX;Entregar urgente
Dr. Felipe Melo;2025-03-09;5581909076929;jesusamanda@gmail.com;5297,03;;Móveis;nf09-15zI;Rodovia da Cruz, 66, Santa Margarida, 13500-252 da Rosa / GO;XX;55626-991;Mesa;;;
joão lucas da rocha;31/08/2023;(084) 8342-9060;kdias@hotmail.com;9211.71;INATIVO;Roupas;zL37-31hp;Jardim de Araújo, 78, Vila Copacabana, 39505225 Caldeira / MG;SP;99355530;Jaqueta;1;;Entregar urgente
maria cecília melo;06/06/2023;+55 (011) 6737-2311;pcastro@farias.com;5249.75;ativo;Alimentos;Yq66-06tN;Favela Lívia Costela, 5, Acaiaca, 44738135 Silva / PE;XX;68297-328;Refrigerante;4;Dinheiro;Entregar urgente
nina caldeira;2023-09-22;+55 (011) 4944-5267;icosta@ig.com.br;3495,44;Em análise;Alimentos;wt04-85aJ;Fazenda Yago Barbosa, 81, Marieta 1ª Seção, 42937-689 Viana / SP;MG;00561915;Café;;Dinheiro;Entregar urgente
paulo nunes;2023-10-27;0900 562 6690;oliveirasophia@martins.net;5427.61;Em análise;Eletrônicos;ze73-48wV;Praça Pereira, 65, Alta Tensão 2ª Seção, 16821225 Moraes de Minas / AL;SP;65577732;Tablet;;Boleto;Cliente VIP
Dr. Laís Alves;19/05/2023;31 6948-4514;maria-sophia39@yahoo.com.br;5590,11;INATIVO;Móveis;mo50-26qy;da Mata do Oeste;RS;35448-376;Armário;;;Atraso na entrega
Manuela Gomes;26/08/2023;+55 (061) 3580-6952;dolore@placeat;9125.35;;Móveis;BI24-44KX;Lagoa Gustavo Henrique Ferreira, 2, Maravilha, 81306-330 Moura / MS;XX;48785125;Armário;;Dinheiro;Entregar urgente
Lívia Moraes;2024-06-26;+55 (061) 0614-5293;luigi04@gmail.com;9958.65;ativo;Roupas;PX74-98cr;Aeroporto Moraes, 8, Vila Piratininga Venda Nova, 80167-402 da Luz do Oeste / PB;SP;19882711;Vestido;;;Cliente VIP
Dr. Eduardo Viana;2025-04-10;5584977958103;luiz-miguel87@almeida.com;466.69;;Roupas;dR46-54tT;da Rosa;MG;27938285;Vestido;;Cartão;Cliente VIP
sr. joão guilherme rezende;2023-05-19;(061) 1885 3413;luananascimento@ferreira.net;7530.66;Inativo;Alimentos;Qd66-27dt;Rua Moraes, 3, Vila São Gabriel Jacui, 12314317 Martins / RJ;RS;97329-389;Chocolate;;Dinheiro;Cliente VIP
Sra. Sr. Matheus Gomes;2024-05-12;51 4412 9489;maitejesus@hotmail.com;2352.27;Em análise;Eletrônicos;Es96-34SM;Nunes do Sul;RS;26526035;Fone de Ouvido;4;Boleto;Entregar urgente
heloísa castro;26/07/2024;84 2987-1174;martinsnatalia@caldeira.br;2391.86;INATIVO;Eletrônicos;IF69-03ug;Estrada Maria Fernanda Moura, 838, Califórnia, 62042432 Azevedo / RN;RS;43046887;Notebook;;PIX;Atraso na entrega
Sra. Nicolas Cardoso;2025-04-26;0500-930-0366;vieiraleticia@melo.org;8690.02;INATIVO;Roupas;oD75-13QS;Rodovia de Sales, 479, Vitoria, 47344-860 Teixeira da Mata / RR;SP;17615678;Calça;;;Cliente VIP
vinicius freitas;19/05/2023;0300-510-8666;claricepinto@aragao.br;5230,06;Ativo;Móveis;iD29-18Ik;Recanto Almeida, 92, Mangueiras, 13385-076 Teixeira / AC;MG;50740959;Cadeira;;PIX;Atraso na entrega
Sra. Srta. Maria Eduarda Gonçalves;28/08/2024;+55 (051) 6557 6740;joao99@gmail.com;9666.05;;Alimentos;sz46-75FM;Lago Carlos Eduardo Cunha, 5, Vila Barragem Santa Lúcia, 99748-492 Correia / MG;MG;11232633;Refrigerante;;dinheiro;Cliente VIP
Dra. Carlos Eduardo Vieira;2024-07-21;0500 195 7579;kdas-neves@yahoo.com.br;7416,61;;Eletrônicos;VF37-09HP;Parque Castro, 52, Vila Piratininga Venda Nova, 91174767 Moura de Oliveira / RO;AM;42042496;Tablet;;PIX;Cliente VIP
Dra. Dra. Milena Oliveira;22/05/2023;+55 51 9305 9012;occaecati@ipsum;165.99;;Móveis;Lc78-40mo;Rodovia Ana Vitória Martins, 918, Marilandia, 66193-094 da Rosa do Campo / AM;RJ;69471590;Sofá;;Boleto;Cliente VIP
srta. marcela gomes;2023-09-16;+55 (021) 9465 7791;tnunes@ig.com.br;6915.57;;Roupas;aK25-82Jf;Distrito de Ramos, 15, Conjunto Bonsucesso, 95339-569 Lopes / DF;SP;54944221;Camisa;;;Entregar urgente
paulo da paz;25/07/2023;51 3759 0056;fjesus@santos.com;9628,11;;Móveis;eW16-99xe;Loteamento Carvalho, Paquetá, 47133684 da Cunha / AP;SP;45985-155;Cadeira;;;Cliente VIP
clarice da costa;31/08/2023;(021) 4652-3082;danielsilva@jesus.org;1447.51;ativo;Eletrônicos;cH77-35qT;Trecho Laís Gomes, 53, Barro Preto, 30180-084 Oliveira / AM;RJ;14973-330;Smartphone;;PIX;Atraso na entrega
Dr. João Guilherme Freitas;2024-06-07;(061) 4215-3106;deserunt@voluptatibus;183.53;Ativo;Móveis;iR50-13Iv;Esplanada de da Cruz, 1, Lorena, 01631-240 Silveira / MA;MG;38871-760;Armário;;Boleto;Atraso na entrega
ana luiza rezende;25/05/2023;+55 71 2994 2493;agatha54@uol.com.br;7615.32;;Roupas;pv86-84tw;Esplanada Guilherme Duarte, 48, Vila Oeste, 16680-961 Lima / PE;SP;11018256;Camisa;1;Boleto;Cliente VIP
Dra. Sra. Sarah Alves;19/11/2024;5551905602015;maria-sophiasilveira@carvalho.com;8923.89;Inativo;Alimentos;Ou20-71Hf;Lagoa Vieira, 91, Serra, 41998-851 Moura Verde / RS;AM;69081-093;Chocolate;;PIX;Entregar urgente
emanuel oliveira;25/03/2024;51 0752 9704;ada-luz@uol.com.br;5925,9;INATIVO;Alimentos;YV35-30Xp;Peixoto;SP;05571-276;Café;;;Atraso na entrega
Dr. Samuel Silva;22/09/2023;31 7719 2537;nramos@nunes.br;3106,66;Inativo;Eletrônicos;Bs37-37kE;Fazenda Ana Clara Alves, 60, Jardim Felicidade, 28300-306 Cardoso / SC;AM;80640-318;Notebook;3;;Cliente VIP
julia nunes;08/04/2024;5551903723433;pintojoao-felipe@bol.com.br;4030.79;Em análise;Roupas;Xe76-68Rj;Silva do Amparo;RS;47515-266;Calça;;Boleto;
Ana Laura da Costa;09/05/2024;61 2174 1921;cardosocecilia@monteiro.com;7571,12;INATIVO;Roupas;gb33-18OR;Avenida Felipe Cavalcanti, 87, Alta Tensão 2ª Seção, 01458-236 Gonçalves da Mata / PE;XX;12147-050;Vestido;;;Entregar urgente
manuela vieira;2024-10-17;0300-339-8244;estherdias@sales.br;3683.6;Ativo;Móveis;bw98-45AG;Campo Breno Correia, 27, Itatiaia, 53228-077 da Rosa / RN;MG;02773-827;Cadeira;;dinheiro;Cliente VIP
thales caldeira;25/03/2024;5551946407672;martinsmaysa@goncalves.com;8670,66;Em análise;Móveis;Lk71-64DI;Aeroporto Bruno Nascimento, 81, Pantanal, 35975-148 Costela / PE;RS;08387002;Armário;1;;
Dra. Sra. Cecília Souza;2024-10-06;84 7799 0331;marianapeixoto@bol.com.br;911,55;Em análise;Móveis;KH49-72Iy;Alameda Camila Farias, 99, Leonina, 49020520 Ribeiro da Serra / RS;RJ;50175471;Sofá;;PIX;Entregar urgente
Sr. Raul da Cunha;2024-11-03;+55 41 7545 5006;kda-conceicao@gmail.com;2190.62;;Eletrônicos;cy30-68Kx;Setor Marcelo Souza, 7, Maria Virgínia, 87055-727 da Rocha da Mata / PB;SP;56413-714;Smartphone;;;Cliente VIP
ana julia castro;03/08/2024;(051) 1716 8625;alexianovaes@bol.com.br;6704,56;Em análise;Móveis;aw99-93KN;Via Davi Lucas Pereira, 79, Bonfim, 07365236 Barbosa do Oeste / MG;RS;36284205;Cadeira;5;;Atraso na entrega
Sr. Noah Viana;2024-05-17;51 2450 6241;olivia74@uol.com.br;9850,26;INATIVO;Roupas;sg85-61RD;Praça de Silveira, Vera Cruz, 17888764 Martins de Minas / RS;SP;75643-782;Camisa;;;Cliente VIP
Dr. Kaique Oliveira;2023-06-15;+55 84 9049 3070;perferendis@natus;6411.03;Inativo;Eletrônicos;MW37-63TA;Costa do Sul;RS;19102702;Notebook;;Boleto;Cliente VIP
lara oliveira;26/10/2023;81 2144-9864;waragao@ig.com.br;7460.08;Em análise;Alimentos;vQ78-05fF;Caldeira;RS;63419-114;Café;3;;Atraso na entrega
lucca caldeira;29/12/2023;(051) 4868 7324;joaocampos@da.com;1224,56;Inativo;Móveis;ca61-19nX;Feira de Carvalho, 6, Antonio Ribeiro De Abreu 1ª Seção, 54162251 Carvalho / BA;AM;58795-429;Armário;2;Dinheiro;Atraso na entrega
andré martins;07/03/2025;(061) 7503-2965;ramoselisa@hotmail.com;1614,67;Ativo;Móveis;ac11-40Tl;Parque de Cardoso, 8, Paquetá, 60416-821 Cardoso / SE;SP;57617-618;Sofá;;dinheiro;Atraso na entrega
Bianca Caldeira;06/01/2024;+55 (081) 5974 7016;joao-feliperamos@souza.br;1066,09;Inativo;Roupas;mR06-42BE;Vila da Rocha, 72, Beija Flor, 57858601 Vieira Verde / RO;AM;59041283;Calça;;dinheiro;
gabrielly gomes;2023-08-03;+55 (041) 3265 8998;enzocunha@sales.com;5273.79;Ativo;Eletrônicos;VY54-56nZ;Viana;SP;88459271;Notebook;4;Boleto;Entregar urgente
Dra. Cauê Freitas;10/11/2023;5581956148462;ssales@hotmail.com;6511,69;Ativo;Eletrônicos;BT52-43jO;Esplanada Matheus Costa, 2, Maravilha, 53187-400 Novaes Alegre / AC;RJ;13980993;Fone de Ouvido;;;
Dra. Marcos Vinicius Mendes;2025-02-08;5541975804513;cauearaujo@freitas.org;8609,49;;Móveis;yM78-73jU;Lagoa de Rodrigues, 159, São João, 74045-336 da Costa do Norte / PE;SP;91639015;Mesa;;Cartão;Atraso na entrega
Sr. Pedro Lucas Novaes;2024-12-02;5511968666775;luiz-otaviocorreia@novaes.br;3521.68;;Eletrônicos;Wi63-04WG;Quadra da Rocha, 964, Vila Havaí, 27065-029 Aragão / AL;AM;68379-669;Smartphone;;PIX;Cliente VIP
rodrigo rezende;2024-09-30;5571941921389;lopesheitor@costela.com;2772.31;Ativo;Eletrônicos;yW88-73jr;Condomínio de da Luz, 84, Cônego Pinheiro 2ª Seção, 32666645 Ribeiro / BA;RS;08916818;Fone de Ouvido;;Cartão;Atraso na entrega
sr. marcos vinicius da rocha;02/01/2024;5551964083990;caio03@lopes.br;4556.43;Em análise;Roupas;nL97-71Nc;Feira Cunha, 52, Estoril, 13658-186 Cavalcanti da Mata / TO;AM;27106-926;Jaqueta;;Cartão;Cliente VIP
Sra. Juan Cardoso;2024-01-21;+55 (051) 4115-5883;xsouza@ig.com.br;1932.46;Inativo;Alimentos;cr62-73vt;Ladeira Stella Pereira, 331, Vila Batik, 92427476 da Conceição / TO;AM;22333457;Chocolate;;PIX;Entregar urgente
Eloah Cunha;2025-04-19;84 8908-9455;da-pazbeatriz@rezende.br;5589,24;Inativo;Móveis;Ax50-37sR;Sítio Isis Rezende, 70, Independência, 04433-393 Peixoto Verde / RR;MG;76379-115;Armário;1;PIX;
Ana Júlia Souza;2023-06-17;(051) 0802-4748;wduarte@da.com;7336,86;;Móveis;DH53-55on;Rua de Nogueira, 4, Vila Do Pombal, 55455-670 Rezende Alegre / SC;SP;89213-925;Mesa;;Dinheiro;
Dr. Clarice Silva;16/09/2024;5584916720481;pietra88@yahoo.com.br;8141.46;Inativo;Alimentos;no43-96nL;Condomínio Nogueira, 16, Vila Nova Dos Milionarios, 09386628 da Conceição do Sul / AP;SP;52119-;Café;;Cartão;Cliente VIP
thomas aragão;2025-02-22;+55 (041) 1335 9209;eloahsouza@da.org;2771,48;ativo;Eletrônicos;pm32-77rh;Pátio Lorenzo Carvalho, 837, Jardinópolis, 68807736 Nascimento / PA;XX;83126274;Smartphone;;;
dr. felipe carvalho;21/07/2024;5541900212575;xdas-neves@ig.com.br;4690,42;Em análise;Alimentos;kM02-64gb;Ladeira Enrico Aragão, 73, Vila Jardim Alvorada, 18395059 Correia / RJ;RJ;08269-696;Chocolate;4;Boleto;Cliente VIP
Dr. Yago Duarte;2024-07-01;+55 84 5859 7013;lopesana-julia@ferreira.com;2560,44;Ativo;Móveis;nR70-49WZ;Ladeira de Nogueira, 94, Marieta 3ª Seção, 71155784 Caldeira do Galho / CE;RS;36815613;Mesa;;PIX;Atraso na entrega
maria eduarda almeida;06/03/2024;0800 363 7877;pietramelo@da.com;8743.76;Ativo;Eletrônicos;sH96-95ii;Feira Ana Lívia da Conceição, 8, Apolonia, 94518052 Martins / GO;RJ;43966318;Smartphone;;PIX;
Davi Nunes;2024-03-16;(081) 3524-9425;cramos@lima.br;1101,29;Ativo;Alimentos;pV25-50gH;Travessa Rodrigues, 13, Bacurau, 29118-953 Lopes Grande / RO;XX;27152288;Chocolate;;dinheiro;
samuel moreira;2023-07-09;(041) 2977-6970;zmoraes@yahoo.com.br;9806.76;INATIVO;Móveis;pL87-98wO;Loteamento Eduarda Fernandes, Santo Antônio, 69911-282 da Costa da Praia / SC;MG;08208254;Cadeira;5;dinheiro;Atraso na entrega
Bryan Santos;11/02/2024;+55 (061) 6862-4628;maite92@vieira.com;9028.44;;Móveis;tr53-12Lu;da Cunha da Praia;RS;11694-;Armário;;;Entregar urgente
Sra. Kevin Almeida;2024-09-19;5561932112932;da-pazluiza@melo.org;146.47;Ativo;Eletrônicos;yJ92-57Nx;Farias;SP;04351903;Tablet;;Boleto;Cliente VIP
